time,open,high,low,close,vol
1704067200,42283.58,48969.48,38555.0,42580.0,1403408.84978
1706745600,42580.0,64000.0,41884.28,61130.98,1206112.69545
1709251200,61130.99,73777.0,59005.0,71280.01,1706807.381342
1711929600,71280.0,72797.99,59191.6,60672.0,1201500.95852
1714521600,60672.01,71979.0,56552.82,67540.01,945031.04072
1717200000,67540.01,71997.02,58402.0,62772.01,696818.18818
1719792000,62772.01,70079.99,53485.93,64628.0,908004.33426
1722470400,64628.01,65659.78,49000.0,58973.99,1010291.47396
1725148800,58974.0,66498.0,52550.0,63327.59,734117.07575
1727740800,63327.6,73620.12,58946.0,70292.01,756010.86343
1730419200,70292.01,99588.01,66835.0,96500.0,1339070.891776
