time,open,high,low,close,vol
1733467920,98024.02,98096.33,98012.98,98096.32,9.10254
1733467980,98096.32,98126.75,98096.32,98126.75,5.23991
1733468040,98126.75,98126.75,98059.74,98067.61,14.71034
1733468100,98067.62,98112.0,98065.71,98068.01,13.66204
1733468160,98068.01,98089.64,98042.74,98042.75,9.88011
1733468220,98042.74,98042.75,98030.1,98030.84,3.22912
1733468280,98030.84,98042.74,98030.84,98034.71,3.16943
1733468340,98034.71,98079.97,98026.22,98079.96,5.57501
1733468400,98079.97,98100.0,98063.6,98068.02,10.58065
1733468460,98068.02,98089.8,98031.51,98034.99,16.37591
1733468520,98083.98,98089.5,98083.98,98089.5,0.29616
1733468580,98117.72,98124.0,98056.54,98080.01,13.05345
1733468640,98080.0,98080.01,98013.0,98013.01,6.46273
1733468700,98013.01,98013.01,97928.0,97977.95,17.55852
1733468760,97977.96,97979.99,97941.18,97941.19,7.23833
1733468820,97941.18,97950.0,97928.01,97945.7,5.20451
1733468880,97945.71,97945.71,97945.7,97945.71,0.29672
1733468940,97863.61,97877.45,97843.0,97856.0,15.01253
1733469000,97887.97,97887.97,97810.22,97813.91,15.09451
1733469060,97813.91,97813.91,97813.91,97813.91,0.28462
1733469120,97812.02,97812.02,97812.01,97812.02,0.30308
1733469180,97865.65,97869.18,97824.2,97824.2,22.12842
1733469240,97824.21,97843.72,97801.0,97817.27,10.71683
1733469300,97817.26,97851.98,97804.5,97851.98,44.98858
1733469360,97870.43,97871.16,97804.43,97812.23,23.45148
1733469420,97816.8,97816.8,97816.8,97816.8,0.0
1733469480,97894.5,97894.51,97894.5,97894.51,1.04988
1733469540,97859.88,97870.87,97843.33,97843.33,36.50305
1733469600,97843.33,97911.77,97830.66,97890.02,47.95152
1733469660,97890.02,97941.8,97884.78,97941.8,40.56378
1733469720,97941.8,97945.59,97941.79,97945.59,3.46246
1733469780,97899.04,97904.0,97899.03,97904.0,1.45078
1733469840,97791.69,97828.0,97759.74,97827.99,29.14336
1733469900,97828.0,97951.84,97828.0,97861.89,50.6379
1733469960,97861.89,97930.88,97861.89,97926.32,37.58989
1733470020,97926.31,97935.99,97920.0,97928.03,16.80467
1733470080,97928.03,97948.08,97928.03,97940.0,12.26381
1733470140,97893.33,97894.58,97893.32,97894.58,6.14039
1733470200,97938.08,97956.2,97924.0,97956.17,32.58243
1733470260,97936.01,97956.0,97936.0,97956.0,5.13989
1733470320,97956.01,98000.0,97956.0,97995.97,47.02574
1733470380,97995.97,98028.0,97995.96,98027.99,6.24714
1733470440,98140.02,98200.0,98140.01,98176.47,31.41735
1733470500,98176.48,98266.18,98176.47,98261.01,34.66753
1733470560,98261.01,98288.0,98249.98,98270.11,37.46564
1733470620,98208.01,98210.0,98193.71,98193.71,12.40162
1733470680,98193.72,98193.72,98115.67,98128.38,21.83916
1733470740,98128.38,98139.97,98076.1,98080.01,43.51179
1733470800,98080.01,98080.01,97952.0,97999.99,30.00425
1733470860,97999.99,98018.01,97955.51,97959.43,35.66633
1733470920,97959.44,98020.0,97952.0,98008.53,24.26052
1733470980,98008.54,98020.0,97964.0,97991.73,11.82558
1733471040,97991.73,98005.8,97921.2,97957.5,37.44834
1733471100,97957.5,97990.53,97938.85,97990.53,20.7391
