id,code,tradeStatus,code_name,exchange,type,date
sh.603089,603089,1,正裕工业,sh,1,2017-01-26
sh.603090,603090,1,宏盛股份,sh,1,2016-08-31
sh.603091,603091,1,众鑫股份,sh,1,2024-09-20
sh.603093,603093,1,南华期货,sh,1,2019-08-30
sh.603095,603095,1,越剑智能,sh,1,2020-04-15
sh.603096,603096,1,新经典,sh,1,2017-04-25
sh.603097,603097,1,江苏华辰,sh,1,2022-05-12
sh.603098,603098,1,森特股份,sh,1,2016-12-16
sh.603099,603099,1,长白山,sh,1,2014-08-22
sh.603100,603100,1,川仪股份,sh,1,2014-08-05
sh.603101,603101,1,汇嘉时代,sh,1,2016-05-06
sh.603102,603102,1,百合股份,sh,1,2022-01-25
sh.603103,603103,1,横店影视,sh,1,2017-10-12
sh.603105,603105,1,芯能科技,sh,1,2018-07-09
sh.603106,603106,1,恒银科技,sh,1,2017-09-20
sh.603107,603107,1,上海汽配,sh,1,2023-11-01
sh.603108,603108,1,润达医疗,sh,1,2015-05-27
sh.603109,603109,1,神驰机电,sh,1,2019-12-31
sh.603110,603110,1,东方材料,sh,1,2017-10-13
sh.603111,603111,1,康尼机电,sh,1,2014-08-01
sh.603112,603112,1,华翔股份,sh,1,2020-09-17
sh.603113,603113,1,金能科技,sh,1,2017-05-11
sh.603115,603115,1,海星股份,sh,1,2019-08-09
sh.603116,603116,1,红蜻蜓,sh,1,2015-06-29
sh.603117,603117,1,万林物流,sh,1,2015-06-29
sh.603118,603118,1,共进股份,sh,1,2015-02-25
sh.603119,603119,1,浙江荣泰,sh,1,2023-08-01
sh.603121,603121,1,华培动力,sh,1,2019-01-11
sh.603122,603122,1,合富中国,sh,1,2022-02-16
sh.603123,603123,1,翠微股份,sh,1,2012-05-03
sh.603125,603125,1,常青科技,sh,1,2023-04-10
sh.603126,603126,1,中材节能,sh,1,2014-07-31
sh.603127,603127,1,昭衍新药,sh,1,2017-08-25
sh.603128,603128,1,华贸物流,sh,1,2012-05-29
sh.603129,603129,1,春风动力,sh,1,2017-08-18
sh.603130,603130,1,云中马,sh,1,2022-11-18
sh.603131,603131,1,上海沪工,sh,1,2016-06-07
sh.603132,603132,1,金徽股份,sh,1,2022-02-22
sh.603135,603135,1,中重科技,sh,1,2023-04-10
sh.603136,603136,1,天目湖,sh,1,2017-09-27
sh.603137,603137,1,恒尚节能,sh,1,2023-04-19
sh.603138,603138,1,海量数据,sh,1,2017-03-06
sh.603139,603139,1,康惠制药,sh,1,2017-04-21
sh.603150,603150,1,万朗磁塑,sh,1,2022-01-24
sh.603151,603151,1,邦基科技,sh,1,2022-10-19
sh.603153,603153,1,上海建科,sh,1,2023-03-13
sh.603155,603155,1,新亚强,sh,1,2020-09-01
sh.603156,603156,1,养元饮品,sh,1,2018-02-12
sh.603158,603158,1,腾龙股份,sh,1,2015-03-20
sh.603159,603159,1,上海亚虹,sh,1,2016-08-12
sh.603160,603160,1,汇顶科技,sh,1,2016-10-17
sh.603161,603161,1,科华控股,sh,1,2018-01-05
sh.603162,603162,1,海通发展,sh,1,2023-03-29
sh.603163,603163,1,圣晖集成,sh,1,2022-10-13
sh.603165,603165,1,荣晟环保,sh,1,2017-01-17
sh.603166,603166,1,福达股份,sh,1,2014-11-27
sh.603167,603167,1,渤海轮渡,sh,1,2012-09-06
sh.603168,603168,1,莎普爱思,sh,1,2014-07-02
sh.603169,603169,1,兰石重装,sh,1,2014-10-09
sh.603170,603170,1,宝立食品,sh,1,2022-07-15
sh.603171,603171,1,税友股份,sh,1,2021-06-30
sh.603172,603172,1,万丰股份,sh,1,2023-05-10
sh.603173,603173,1,福斯达,sh,1,2023-01-30
sh.603176,603176,1,汇通集团,sh,1,2021-12-31
sh.603177,603177,1,德创环保,sh,1,2017-02-07
sh.603178,603178,1,圣龙股份,sh,1,2017-03-28
sh.603179,603179,1,新泉股份,sh,1,2017-03-17
sh.603180,603180,1,金牌家居,sh,1,2017-05-12
sh.603181,603181,1,皇马科技,sh,1,2017-08-24
sh.603182,603182,1,嘉华股份,sh,1,2022-09-09
sh.603183,603183,1,建研院,sh,1,2017-09-05
sh.603185,603185,1,弘元绿能,sh,1,2018-12-28
sh.603186,603186,1,华正新材,sh,1,2017-01-03
sh.603187,603187,1,海容冷链,sh,1,2018-11-29
sh.603188,603188,1,亚邦股份,sh,1,2014-09-09
sh.603189,603189,1,网达软件,sh,1,2016-09-14
sh.603190,603190,1,亚通精工,sh,1,2023-02-17
sh.603191,603191,1,望变电气,sh,1,2022-04-28
sh.603192,603192,1,汇得科技,sh,1,2018-08-28
sh.603193,603193,1,润本股份,sh,1,2023-10-17
sh.603194,603194,1,中力股份,sh,1,2024-12-24
sh.603195,603195,1,公牛集团,sh,1,2020-02-06
sh.603196,603196,1,日播时尚,sh,1,2017-05-31
sh.603197,603197,1,保隆科技,sh,1,2017-05-19
sh.603198,603198,1,迎驾贡酒,sh,1,2015-05-28
sh.603199,603199,1,九华旅游,sh,1,2015-03-26
sh.603200,603200,1,上海洗霸,sh,1,2017-06-01
sh.603201,603201,1,常润股份,sh,1,2022-07-29
sh.603203,603203,1,快克智能,sh,1,2016-11-08
sh.603205,603205,1,健尔康,sh,1,2024-11-07
sh.603206,603206,1,嘉环科技,sh,1,2022-05-06
sh.603207,603207,1,小方制药,sh,1,2024-08-26
sh.603208,603208,1,江山欧派,sh,1,2017-02-10
sh.603209,603209,1,兴通股份,sh,1,2022-03-24
sh.603211,603211,1,晋拓股份,sh,1,2022-07-25
sh.603212,603212,1,赛伍技术,sh,1,2020-04-30
sh.603213,603213,1,镇洋发展,sh,1,2021-11-11
sh.603214,603214,1,爱婴室,sh,1,2018-03-30
sh.603215,603215,1,比依股份,sh,1,2022-02-18
sh.603216,603216,1,梦天家居,sh,1,2021-12-15
sh.603217,603217,1,元利科技,sh,1,2019-06-20
sh.603218,603218,1,日月股份,sh,1,2016-12-28
sh.603219,603219,1,富佳股份,sh,1,2021-11-22
sh.603220,603220,1,中贝通信,sh,1,2018-11-15
sh.603221,603221,1,爱丽家居,sh,1,2020-03-23
sh.603222,603222,1,济民健康,sh,1,2015-02-17
sh.603223,603223,1,恒通股份,sh,1,2015-06-30
sh.603225,603225,1,新凤鸣,sh,1,2017-04-18
sh.603226,603226,1,菲林格尔,sh,1,2017-06-15
sh.603227,603227,1,雪峰科技,sh,1,2015-05-15
sh.603228,603228,1,景旺电子,sh,1,2017-01-06
sh.603229,603229,1,奥翔药业,sh,1,2017-05-09
sh.603230,603230,1,内蒙新华,sh,1,2021-12-24
sh.603231,603231,1,索宝蛋白,sh,1,2023-12-15
sh.603232,603232,1,格尔软件,sh,1,2017-04-21
sh.603233,603233,1,大参林,sh,1,2017-07-31
sh.603235,603235,1,天新药业,sh,1,2022-07-12
sh.603236,603236,1,移远通信,sh,1,2019-07-16
sh.603237,603237,1,五芳斋,sh,1,2022-08-31
sh.603238,603238,1,诺邦股份,sh,1,2017-02-22
sh.603239,603239,1,浙江仙通,sh,1,2016-12-30
sh.603255,603255,1,鼎际得,sh,1,2022-08-18
sh.603256,603256,1,宏和科技,sh,1,2019-07-19
sh.603258,603258,1,电魂网络,sh,1,2016-10-26
sh.603259,603259,1,药明康德,sh,1,2018-05-08
sh.603260,603260,1,合盛硅业,sh,1,2017-10-30
sh.603261,603261,1,立航科技,sh,1,2022-03-15
sh.603266,603266,1,天龙股份,sh,1,2017-01-10
sh.603267,603267,1,鸿远电子,sh,1,2019-05-15
sh.603268,603268,1,松发股份,sh,1,2015-03-19
sh.603269,603269,1,海鸥股份,sh,1,2017-05-17
sh.603270,603270,1,金帝股份,sh,1,2023-09-01
sh.603272,603272,1,联翔股份,sh,1,2022-05-20
sh.603273,603273,1,天元智能,sh,1,2023-10-23
sh.603275,603275,1,众辰科技,sh,1,2023-08-23
sh.603276,603276,1,恒兴新材,sh,1,2023-09-25
sh.603277,603277,1,银都股份,sh,1,2017-09-11
sh.603278,603278,1,大业股份,sh,1,2017-11-13
sh.603279,603279,1,景津装备,sh,1,2019-07-29
sh.603280,603280,1,南方路机,sh,1,2022-11-08
sh.603281,603281,1,江瀚新材,sh,1,2023-01-31
sh.603282,603282,1,亚光股份,sh,1,2023-03-15
sh.603283,603283,1,赛腾股份,sh,1,2017-12-25
sh.603285,603285,1,键邦股份,sh,1,2024-07-05
sh.603286,603286,1,日盈电子,sh,1,2017-06-27
sh.603288,603288,1,海天味业,sh,1,2014-02-11
sh.603289,603289,1,泰瑞机器,sh,1,2017-10-31
sh.603290,603290,1,斯达半导,sh,1,2020-02-04
sh.603291,603291,1,联合水务,sh,1,2023-03-27
sh.603296,603296,1,华勤技术,sh,1,2023-08-08
sh.603297,603297,1,永新光学,sh,1,2018-09-10
sh.603298,603298,1,杭叉集团,sh,1,2016-12-27
sh.603299,603299,1,苏盐井神,sh,1,2015-12-31
sh.603300,603300,1,海南华铁,sh,1,2015-05-29
sh.603301,603301,1,振德医疗,sh,1,2018-04-12
sh.603303,603303,1,得邦照明,sh,1,2017-03-30
sh.603305,603305,1,旭升集团,sh,1,2017-07-10
sh.603306,603306,1,华懋科技,sh,1,2014-09-26
sh.603307,603307,1,扬州金泉,sh,1,2023-02-16
sh.603308,603308,1,应流股份,sh,1,2014-01-22
sh.603309,603309,1,维力医疗,sh,1,2015-03-02
sh.603310,603310,1,巍华新材,sh,1,2024-08-14
sh.603311,603311,1,金海高科,sh,1,2015-05-18
sh.603312,603312,1,西典新能,sh,1,2024-01-11
sh.603313,603313,1,梦百合,sh,1,2016-10-13
sh.603315,603315,1,福鞍股份,sh,1,2015-04-24
sh.603316,603316,1,诚邦股份,sh,1,2017-06-19
sh.603317,603317,1,天味食品,sh,1,2019-04-16
sh.603318,603318,1,水发燃气,sh,1,2015-04-24
sh.603319,603319,1,湘油泵,sh,1,2016-11-30
sh.603320,603320,1,迪贝电气,sh,1,2017-05-02
sh.603321,603321,1,梅轮电梯,sh,1,2017-09-15
sh.603322,603322,1,超讯通信,sh,1,2016-07-28
sh.603323,603323,1,苏农银行,sh,1,2016-11-29
sh.603324,603324,1,盛剑科技,sh,1,2021-04-07
sh.603325,603325,1,博隆技术,sh,1,2024-01-10
sh.603326,603326,1,我乐家居,sh,1,2017-06-16
sh.603327,603327,1,福蓉科技,sh,1,2019-05-23
sh.603328,603328,1,依顿电子,sh,1,2014-07-01
sh.603329,603329,1,上海雅仕,sh,1,2017-12-29
sh.603330,603330,1,天洋新材,sh,1,2017-02-13
sh.603331,603331,1,百达精工,sh,1,2017-07-05
sh.603332,603332,1,苏州龙杰,sh,1,2019-01-17
sh.603333,603333,1,尚纬股份,sh,1,2012-05-07
sh.603335,603335,1,迪生力,sh,1,2017-06-20
sh.603336,603336,1,宏辉果蔬,sh,1,2016-11-24
sh.603337,603337,1,杰克股份,sh,1,2017-01-19
sh.603338,603338,1,浙江鼎力,sh,1,2015-03-25
sh.603339,603339,1,四方科技,sh,1,2016-05-19
sh.603341,603341,1,龙旗科技,sh,1,2024-03-01
sh.603344,603344,1,星德胜,sh,1,2024-03-20
sh.603345,603345,1,安井食品,sh,1,2017-02-22
sh.603348,603348,1,文灿股份,sh,1,2018-04-26
sh.603350,603350,1,安乃达,sh,1,2024-07-03
sh.603351,603351,1,威尔药业,sh,1,2019-01-30
sh.603353,603353,1,和顺石油,sh,1,2020-04-07
sh.603355,603355,1,莱克电气,sh,1,2015-05-13
sh.603356,603356,1,华菱精工,sh,1,2018-01-24
sh.603357,603357,1,设计总院,sh,1,2017-08-01
sh.603358,603358,1,华达科技,sh,1,2017-01-25
sh.603359,603359,1,东珠生态,sh,1,2017-09-01
sh.603360,603360,1,百傲化学,sh,1,2017-02-06
sh.603363,603363,1,*ST傲农,sh,1,2017-09-26
sh.603365,603365,1,水星家纺,sh,1,2017-11-20
sh.603366,603366,1,日出东方,sh,1,2012-05-21
sh.603367,603367,1,辰欣药业,sh,1,2017-09-29
sh.603368,603368,1,柳药集团,sh,1,2014-12-04
sh.603369,603369,1,今世缘,sh,1,2014-07-03
sh.603373,603373,1,安邦护卫,sh,1,2023-12-20
sh.603375,603375,1,盛景微,sh,1,2024-01-24
sh.603377,603377,1,ST东时,sh,1,2016-02-05
sh.603378,603378,1,亚士创能,sh,1,2017-09-28
sh.603379,603379,1,三美股份,sh,1,2019-04-02
sh.603380,603380,1,易德龙,sh,1,2017-06-22
sh.603381,603381,1,永臻股份,sh,1,2024-06-26
sh.603383,603383,1,顶点软件,sh,1,2017-05-22
sh.603385,603385,1,惠达卫浴,sh,1,2017-04-05
sh.603386,603386,1,骏亚科技,sh,1,2017-09-12
sh.603387,603387,1,基蛋生物,sh,1,2017-07-17
sh.603388,603388,1,ST元成,sh,1,2017-03-24
sh.603389,603389,1,亚振家居,sh,1,2016-12-15
sh.603390,603390,1,通达电气,sh,1,2019-11-25
sh.603391,603391,1,力聚热能,sh,1,2024-07-31
sh.603392,603392,1,万泰生物,sh,1,2020-04-29
sh.603393,603393,1,新天然气,sh,1,2016-09-12
sh.603395,603395,1,红四方,sh,1,2024-11-26
sh.603396,603396,1,金辰股份,sh,1,2017-10-18
sh.603398,603398,1,沐邦高科,sh,1,2015-12-09
sh.603399,603399,1,永杉锂业,sh,1,2012-08-24
sh.603408,603408,1,建霖家居,sh,1,2020-07-30
sh.603409,603409,1,,sh,0,
sh.603416,603416,1,信捷电气,sh,1,2016-12-21
sh.603421,603421,1,鼎信通讯,sh,1,2016-10-11
sh.603429,603429,1,集友股份,sh,1,2017-01-24
sh.603439,603439,1,贵州三力,sh,1,2020-04-28
sh.603444,603444,1,吉比特,sh,1,2017-01-04
sh.603456,603456,1,九洲药业,sh,1,2014-10-10
sh.603458,603458,1,勘设股份,sh,1,2017-08-09
sh.603466,603466,1,风语筑,sh,1,2017-10-20
sh.603477,603477,1,巨星农牧,sh,1,2017-12-18
sh.603486,603486,1,科沃斯,sh,1,2018-05-28
sh.603488,603488,1,展鹏科技,sh,1,2017-05-16
sh.603489,603489,1,八方股份,sh,1,2019-11-11
sh.603496,603496,1,恒为科技,sh,1,2017-06-07
sh.603499,603499,1,翔港科技,sh,1,2017-10-16
sh.603500,603500,1,祥和实业,sh,1,2017-09-04
sh.603501,603501,1,韦尔股份,sh,1,2017-05-04
sh.603505,603505,1,金石资源,sh,1,2017-05-03
sh.603506,603506,1,南都物业,sh,1,2018-02-01
sh.603507,603507,1,振江股份,sh,1,2017-11-06
sh.603508,603508,1,思维列控,sh,1,2015-12-24
sh.603511,603511,1,爱慕股份,sh,1,2021-05-31
sh.603515,603515,1,欧普照明,sh,1,2016-08-19
sh.603516,603516,1,淳中科技,sh,1,2018-02-02
sh.603517,603517,1,绝味食品,sh,1,2017-03-17
sh.603518,603518,1,锦泓集团,sh,1,2014-12-03
sh.603519,603519,1,立霸股份,sh,1,2015-03-19
sh.603520,603520,1,司太立,sh,1,2016-03-09
sh.603527,603527,1,众源新材,sh,1,2017-09-07
sh.603528,603528,1,多伦科技,sh,1,2016-05-03
sh.603529,603529,1,爱玛科技,sh,1,2021-06-15
sh.603530,603530,1,神马电力,sh,1,2019-08-05
sh.603533,603533,1,掌阅科技,sh,1,2017-09-21
sh.603535,603535,1,嘉诚国际,sh,1,2017-08-08
sh.603536,603536,1,惠发食品,sh,1,2017-06-13
sh.603538,603538,1,美诺华,sh,1,2017-04-07
sh.603551,603551,1,奥普科技,sh,1,2020-01-15
sh.603556,603556,1,海兴电力,sh,1,2016-11-10
sh.603557,603557,1,ST起步,sh,1,2017-08-18
sh.603558,603558,1,健盛集团,sh,1,2015-01-27
sh.603559,603559,1,*ST通脉,sh,1,2016-12-02
sh.603565,603565,1,中谷物流,sh,1,2020-09-25
sh.603566,603566,1,普莱柯,sh,1,2015-05-18
sh.603567,603567,1,珍宝岛,sh,1,2015-04-24
sh.603568,603568,1,伟明环保,sh,1,2015-05-28
sh.603569,603569,1,长久物流,sh,1,2016-08-10
sh.603577,603577,1,汇金通,sh,1,2016-12-22
sh.603578,603578,1,三星新材,sh,1,2017-03-06
sh.603579,603579,1,荣泰健康,sh,1,2017-01-11
sh.603580,603580,1,艾艾精工,sh,1,2017-05-25
sh.603583,603583,1,捷昌驱动,sh,1,2018-09-21
sh.603585,603585,1,苏利股份,sh,1,2016-12-14
sh.603586,603586,1,金麒麟,sh,1,2017-04-06
sh.603587,603587,1,地素时尚,sh,1,2018-06-22
sh.603588,603588,1,高能环境,sh,1,2014-12-29
sh.603589,603589,1,口子窖,sh,1,2015-06-29
sh.603590,603590,1,康辰药业,sh,1,2018-08-27
sh.603595,603595,1,东尼电子,sh,1,2017-07-12
sh.603596,603596,1,伯特利,sh,1,2018-04-27
sh.603598,603598,1,引力传媒,sh,1,2015-05-27
sh.603599,603599,1,广信股份,sh,1,2015-05-13
sh.603600,603600,1,永艺股份,sh,1,2015-01-23
sh.603601,603601,1,再升科技,sh,1,2015-01-22
sh.603602,603602,1,纵横通信,sh,1,2017-08-10
sh.603605,603605,1,珀莱雅,sh,1,2017-11-15
sh.603606,603606,1,东方电缆,sh,1,2014-10-15
sh.603607,603607,1,京华激光,sh,1,2017-10-25
sh.603608,603608,1,*ST天创,sh,1,2016-02-18
sh.603609,603609,1,禾丰股份,sh,1,2014-08-08
sh.603610,603610,1,麒盛科技,sh,1,2019-10-29
sh.603611,603611,1,诺力股份,sh,1,2015-01-28
sh.603612,603612,1,索通发展,sh,1,2017-07-18
sh.603613,603613,1,国联股份,sh,1,2019-07-30
sh.603615,603615,1,茶花股份,sh,1,2017-02-13
sh.603616,603616,1,韩建河山,sh,1,2015-06-11
sh.603617,603617,1,君禾股份,sh,1,2017-07-03
sh.603618,603618,1,杭电股份,sh,1,2015-02-17
sh.603619,603619,1,中曼石油,sh,1,2017-11-17
sh.603626,603626,1,科森科技,sh,1,2017-02-09
sh.603628,603628,1,清源股份,sh,1,2017-01-12
sh.603629,603629,1,利通电子,sh,1,2018-12-24
sh.603630,603630,1,拉芳家化,sh,1,2017-03-13
sh.603633,603633,1,徕木股份,sh,1,2016-11-17
sh.603636,603636,1,南威软件,sh,1,2014-12-30
sh.603637,603637,1,镇海股份,sh,1,2017-02-08
sh.603638,603638,1,艾迪精密,sh,1,2017-01-20
sh.603639,603639,1,海利尔,sh,1,2017-01-12
sh.603648,603648,1,畅联股份,sh,1,2017-09-13
sh.603650,603650,1,彤程新材,sh,1,2018-06-27
sh.603655,603655,1,朗博科技,sh,1,2017-12-29
sh.603656,603656,1,泰禾智能,sh,1,2017-03-21
sh.603657,603657,1,春光科技,sh,1,2018-07-30
sh.603658,603658,1,安图生物,sh,1,2016-09-01
sh.603659,603659,1,璞泰来,sh,1,2017-11-03
sh.603660,603660,1,苏州科达,sh,1,2016-12-01
sh.603661,603661,1,恒林股份,sh,1,2017-11-21
sh.603662,603662,1,柯力传感,sh,1,2019-08-06
sh.603663,603663,1,三祥新材,sh,1,2016-08-01
sh.603665,603665,1,康隆达,sh,1,2017-03-13
sh.603666,603666,1,亿嘉和,sh,1,2018-06-12
sh.603667,603667,1,五洲新春,sh,1,2016-10-25
sh.603668,603668,1,天马科技,sh,1,2017-01-17
sh.603669,603669,1,灵康药业,sh,1,2015-05-28
sh.603676,603676,1,卫信康,sh,1,2017-07-21
sh.603677,603677,1,奇精机械,sh,1,2017-02-06
sh.603678,603678,1,火炬电子,sh,1,2015-01-26
sh.603679,603679,1,华体科技,sh,1,2017-06-21
sh.603680,603680,1,今创集团,sh,1,2018-02-27
sh.603681,603681,1,永冠新材,sh,1,2019-03-26
sh.603682,603682,1,锦和商管,sh,1,2020-04-21
sh.603683,603683,1,晶华新材,sh,1,2017-10-20
sh.603685,603685,1,晨丰科技,sh,1,2017-11-27
sh.603686,603686,1,福龙马,sh,1,2015-01-26
sh.603687,603687,1,大胜达,sh,1,2019-07-26
sh.603688,603688,1,石英股份,sh,1,2014-10-31
sh.603689,603689,1,皖天然气,sh,1,2017-01-10
sh.603690,603690,1,至纯科技,sh,1,2017-01-13
sh.603693,603693,1,江苏新能,sh,1,2018-07-03
sh.603696,603696,1,安记食品,sh,1,2015-12-09
sh.603697,603697,1,有友食品,sh,1,2019-05-08
sh.603698,603698,1,航天工程,sh,1,2015-01-28
sh.603699,603699,1,纽威股份,sh,1,2014-01-17
sh.603700,603700,1,宁水集团,sh,1,2019-01-22
sh.603701,603701,1,德宏股份,sh,1,2016-04-12
sh.603703,603703,1,盛洋科技,sh,1,2015-04-23
sh.603706,603706,1,东方环宇,sh,1,2018-07-09
sh.603707,603707,1,健友股份,sh,1,2017-07-19
sh.603708,603708,1,家家悦,sh,1,2016-12-13
sh.603709,603709,1,中源家居,sh,1,2018-02-08
sh.603711,603711,1,香飘飘,sh,1,2017-11-30
sh.603712,603712,1,七一二,sh,1,2018-02-26
sh.603713,603713,1,密尔克卫,sh,1,2018-07-13
sh.603716,603716,1,塞力医疗,sh,1,2016-10-31
sh.603717,603717,1,天域生物,sh,1,2017-03-27
sh.603718,603718,1,海利生物,sh,1,2015-05-15
sh.603719,603719,1,良品铺子,sh,1,2020-02-24
sh.603721,603721,1,中广天择,sh,1,2017-08-11
sh.603722,603722,1,阿科力,sh,1,2017-10-25
sh.603725,603725,1,天安新材,sh,1,2017-09-06
sh.603726,603726,1,朗迪集团,sh,1,2016-04-21
sh.603727,603727,1,博迈科,sh,1,2016-11-22
sh.603728,603728,1,鸣志电器,sh,1,2017-05-09
sh.603729,603729,1,龙韵股份,sh,1,2015-03-24
sh.603730,603730,1,岱美股份,sh,1,2017-07-28
sh.603733,603733,1,仙鹤股份,sh,1,2018-04-20
sh.603737,603737,1,三棵树,sh,1,2016-06-03
sh.603738,603738,1,泰晶科技,sh,1,2016-09-28
sh.603739,603739,1,蔚蓝生物,sh,1,2019-01-16
sh.603755,603755,1,日辰股份,sh,1,2019-08-28
sh.603757,603757,1,大元泵业,sh,1,2017-07-11
sh.603758,603758,1,秦安股份,sh,1,2017-05-17
sh.603759,603759,1,海天股份,sh,1,2021-03-26
sh.603766,603766,1,隆鑫通用,sh,1,2012-08-10
sh.603767,603767,1,中马传动,sh,1,2017-06-13
sh.603768,603768,1,常青股份,sh,1,2017-03-24
sh.603773,603773,1,沃格光电,sh,1,2018-04-17
sh.603776,603776,1,永安行,sh,1,2017-08-17
sh.603777,603777,1,来伊份,sh,1,2016-10-12
sh.603778,603778,1,国晟科技,sh,1,2015-12-31
sh.603779,603779,1,威龙股份,sh,1,2016-05-16
sh.603786,603786,1,科博达,sh,1,2019-10-15
sh.603787,603787,1,新日股份,sh,1,2017-04-27
sh.603788,603788,1,宁波高发,sh,1,2015-01-20
sh.603789,603789,1,星光农机,sh,1,2015-04-27
sh.603790,603790,1,雅运股份,sh,1,2018-09-12
sh.603797,603797,1,联泰环保,sh,1,2017-04-13
sh.603798,603798,1,康普顿,sh,1,2016-04-06
sh.603799,603799,1,华友钴业,sh,1,2015-01-29
sh.603800,603800,1,洪田股份,sh,1,2015-12-10
sh.603801,603801,1,志邦家居,sh,1,2017-06-30
sh.603803,603803,1,瑞斯康达,sh,1,2017-04-20
sh.603806,603806,1,福斯特,sh,1,2014-09-05
sh.603808,603808,1,歌力思,sh,1,2015-04-22
sh.603809,603809,1,豪能股份,sh,1,2017-11-28
sh.603810,603810,1,丰山集团,sh,1,2018-09-17
sh.603811,603811,1,诚意药业,sh,1,2017-03-15
sh.603813,603813,1,原尚股份,sh,1,2017-09-18
sh.603815,603815,1,交建股份,sh,1,2019-10-21
sh.603816,603816,1,顾家家居,sh,1,2016-10-14
sh.603817,603817,1,海峡环保,sh,1,2017-02-20
sh.603818,603818,1,曲美家居,sh,1,2015-04-22
sh.603819,603819,1,神力股份,sh,1,2016-11-25
sh.603822,603822,1,嘉澳环保,sh,1,2016-04-28
sh.603823,603823,1,百合花,sh,1,2016-12-20
sh.603825,603825,1,华扬联众,sh,1,2017-08-02
sh.603826,603826,1,坤彩科技,sh,1,2017-04-14
sh.603828,603828,1,ST柯利达,sh,1,2015-02-26
sh.603829,603829,1,洛凯股份,sh,1,2017-10-17
sh.603833,603833,1,欧派家居,sh,1,2017-03-28
sh.603836,603836,1,海程邦达,sh,1,2021-05-26
sh.603838,603838,1,四通股份,sh,1,2015-07-01
sh.603839,603839,1,安正时尚,sh,1,2017-02-14
sh.603843,603843,1,正平股份,sh,1,2016-09-05
sh.603848,603848,1,好太太,sh,1,2017-12-01
sh.603855,603855,1,华荣股份,sh,1,2017-05-24
sh.603856,603856,1,东宏股份,sh,1,2017-11-06
sh.603858,603858,1,步长制药,sh,1,2016-11-18
sh.603859,603859,1,能科科技,sh,1,2016-10-21
sh.603860,603860,1,中公高科,sh,1,2017-08-02
sh.603861,603861,1,白云电器,sh,1,2016-03-22
sh.603863,603863,1,松炀资源,sh,1,2019-06-21
sh.603866,603866,1,桃李面包,sh,1,2015-12-22
sh.603867,603867,1,新化股份,sh,1,2019-06-27
sh.603868,603868,1,飞科电器,sh,1,2016-04-18
sh.603869,603869,1,ST智知,sh,1,2015-03-26
sh.603871,603871,1,嘉友国际,sh,1,2018-02-06
sh.603876,603876,1,鼎胜新材,sh,1,2018-04-18
sh.603877,603877,1,太平鸟,sh,1,2017-01-09
sh.603878,603878,1,武进不锈,sh,1,2016-12-19
sh.603879,603879,1,ST永悦,sh,1,2017-06-14
sh.603880,603880,1,南卫股份,sh,1,2017-08-07
sh.603881,603881,1,数据港,sh,1,2017-02-08
sh.603882,603882,1,金域医学,sh,1,2017-09-08
sh.603883,603883,1,老百姓,sh,1,2015-04-23
sh.603885,603885,1,吉祥航空,sh,1,2015-05-27
sh.603886,603886,1,元祖股份,sh,1,2016-12-28
sh.603887,603887,1,城地香江,sh,1,2016-10-10
sh.603888,603888,1,新华网,sh,1,2016-10-28
sh.603889,603889,1,新澳股份,sh,1,2014-12-31
sh.603890,603890,1,春秋电子,sh,1,2017-12-12
sh.603893,603893,1,瑞芯微,sh,1,2020-02-07
sh.603895,603895,1,天永智能,sh,1,2018-01-22
sh.603896,603896,1,寿仙谷,sh,1,2017-05-10
sh.603897,603897,1,长城科技,sh,1,2018-04-10
sh.603898,603898,1,好莱客,sh,1,2015-02-17
sh.603899,603899,1,晨光股份,sh,1,2015-01-27
sh.603900,603900,1,莱绅通灵,sh,1,2016-11-23
sh.603901,603901,1,永创智能,sh,1,2015-05-29
sh.603903,603903,1,中持股份,sh,1,2017-03-14
sh.603906,603906,1,龙蟠科技,sh,1,2017-04-10
sh.603908,603908,1,牧高笛,sh,1,2017-03-07
sh.603909,603909,1,建发合诚,sh,1,2016-06-28
sh.603912,603912,1,佳力图,sh,1,2017-11-01
sh.603915,603915,1,国茂股份,sh,1,2019-06-14
sh.603916,603916,1,苏博特,sh,1,2017-11-10
sh.603917,603917,1,合力科技,sh,1,2017-12-04
sh.603918,603918,1,金桥信息,sh,1,2015-05-28
sh.603919,603919,1,金徽酒,sh,1,2016-03-10
sh.603920,603920,1,世运电路,sh,1,2017-04-26
sh.603922,603922,1,金鸿顺,sh,1,2017-10-23
sh.603926,603926,1,铁流股份,sh,1,2017-05-10
sh.603927,603927,1,中科软,sh,1,2019-09-09
sh.603928,603928,1,兴业股份,sh,1,2016-12-12
sh.603929,603929,1,亚翔集成,sh,1,2016-12-30
sh.603931,603931,1,格林达,sh,1,2020-08-19
sh.603933,603933,1,睿能科技,sh,1,2017-07-06
sh.603936,603936,1,博敏电子,sh,1,2015-12-09
sh.603937,603937,1,丽岛新材,sh,1,2017-11-02
sh.603938,603938,1,三孚股份,sh,1,2017-06-28
sh.603939,603939,1,益丰药房,sh,1,2015-02-17
sh.603948,603948,1,建业股份,sh,1,2020-03-02
sh.603949,603949,1,雪龙集团,sh,1,2020-03-10
sh.603950,603950,1,长源东谷,sh,1,2020-05-26
sh.603955,603955,1,大千生态,sh,1,2017-03-10
